Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S28589740,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),252.7,3,CA-ON,Niagara,Niagara-on-the-Lake--Queens Royal Park,43.2581277,-79.0700626,11-21-2015,04:15 PM,eBird - Stationary Count,45,1,,,12,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30"
S27715273,Cackling Goose,Branta hutchinsii,271,1,CA-ON,Lambton,Sarnia - Hiawatha Horse Park,42.9890944,-82.3260123,02-20-2016,09:15 AM,eBird - Stationary Count,10,1,,,2,,"Obviously smaller than the adjacent Canada Geese, shorter neck, and a short stubby bill."
S25953144,Canada Goose,Branta canadensis,277,10,CA-ON,Halton,Hamilton--Canada Centre for Inland Waters & North Shore Islands,43.3033825,-79.8031425,11-21-2015,08:00 AM,eBird - Stationary Count,15,1,,,13
S28589728,Canada Goose,Branta canadensis,277,10,CA-ON,Hamilton,Burlington Ship Canal/Lift bridge (Hamilton side),43.2982916,-79.7947097,11-21-2015,07:45 AM,eBird - Stationary Count,50,1,,,12,,,<br />Submitted from eBird Android 1.0-beta4
S26451767,Canada Goose,Branta canadensis,277,20,CA-ON,Lambton,Bluewater Bridge (Canada side),42.9983739,-82.4221051,12-25-2015,01:30 PM,eBird - Stationary Count,60,1,,,1,,Flock overhead
S26796773,Canada Goose,Branta canadensis,277,2,CA-ON,Lambton,Bluewater Bridge (Canada side),42.9983739,-82.4221051,01-09-2016,12:25 PM,eBird - Stationary Count,10,1,,,1
S27630926,Canada Goose,Branta canadensis,277,2,CA-ON,Lambton,Bluewater Bridge (Canada side),42.9983739,-82.4221051,02-16-2016,02:55 PM,eBird - Stationary Count,12,1,,,2,,,<br />Submitted from eBird Android 1.0.2
S27668655,Canada Goose,Branta canadensis,277,100,CA-ON,Lambton,Bluewater Bridge (Canada side),42.9983739,-82.4221051,02-18-2016,11:30 AM,eBird - Stationary Count,25,1,,,1,,,<br />Submitted from eBird Android 1.0.2
S27671192,Canada Goose,Branta canadensis,277,50,CA-ON,Lambton,Bluewater Bridge (Canada side),42.9983739,-82.4221051,02-18-2016,01:15 PM,eBird - Stationary Count,15,1,,,1,,,<br />Submitted from eBird Android 1.0.2
S27715513,Canada Goose,Branta canadensis,277,300,CA-ON,Lambton,Cathcart Park,42.7510145,-82.4660397,02-20-2016,01:05 PM,eBird - Stationary Count,10,1,,,2
S27715308,Canada Goose,Branta canadensis,277,6,CA-ON,Lambton,Corunna--Guthrie Park,42.9026905,-82.4575424,02-20-2016,11:55 AM,eBird - Stationary Count,15,1,,,2
S27568608,Canada Goose,Branta canadensis,277,3,CA-ON,Lambton,"House -- Sarnia, ON",42.9672,-82.3847,02-15-2016,09:30 AM,eBird - Stationary Count,31,1,,,1,,Overhead,<br />Submitted from eBird Android 1.0.2
S27715393,Canada Goose,Branta canadensis,277,2,CA-ON,Lambton,Lambton - Mooretown,42.8373791,-82.4669838,02-20-2016,12:30 PM,eBird - Stationary Count,10,1,,,2
S26567263,Canada Goose,Branta canadensis,277,8,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,05-16-2015,02:00 PM,eBird - Traveling Count,180,1,3,,1,,"2 parents, 6 goslings"
S26567328,Canada Goose,Branta canadensis,277,8,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,05-18-2015,10:00 AM,eBird - Traveling Count,60,1,1,,1
S28573242,Canada Goose,Branta canadensis,277,2,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,03-26-2016,02:00 PM,eBird - Traveling Count,20,1,1,,1
S29934616,Canada Goose,Branta canadensis,277,20,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,05-27-2016,06:30 AM,eBird - Traveling Count,150,1,2,,1,,,Travelled from campsite A33 to back edge of lagoon (off limits to public). Goal was to ID birds that have not been ID'ed at this location yet. Many species will be 'X' as they were present in high numbers.
S29934712,Canada Goose,Branta canadensis,277,X,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,05-27-2016,10:15 AM,eBird - Traveling Count,75,1,2,,1,,,"Started at Aberarder Creek underpass at Lakeshore Road, travelled perimeter of western forest in campground. Goal was to find species that haven't been ID'ed at this location yet. Most species will have 'X' as they were observed in high numbers or already observed before."
S29947605,Canada Goose,Branta canadensis,277,7,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,05-28-2016,07:00 AM,eBird - Traveling Count,60,1,1,,1,,,Started at lot A33 and travelled back to lagoon. Observed west side of lagoon and north side of lagoon.
S31410868,Canada Goose,Branta canadensis,277,10,CA-ON,Lambton,Paradise Valley Family Campground,43.0938,-82.1275,09-04-2016,08:50 AM,eBird - Stationary Count,20,1,,,1,F Flyover,,<br />Submitted from eBird Android 1.2.5
S27715273,Canada Goose,Branta canadensis,277,450,CA-ON,Lambton,Sarnia - Hiawatha Horse Park,42.9890944,-82.3260123,02-20-2016,09:15 AM,eBird - Stationary Count,10,1,,,2
S27630246,Canada Goose,Branta canadensis,277,40,CA-ON,Lambton,Sarnia Bay,42.9795809,-82.4088764,02-16-2016,02:25 PM,eBird - Stationary Count,15,1,,,2,,,<br />Submitted from eBird Android 1.0.2
S25698977,Canada Goose,Branta canadensis,277,10,CA-ON,Lambton,Sarnia--Canatara Park,43.00154,-82.4008727,08-30-2015,01:00 PM,eBird - Traveling Count,60,1,1,,2
S31374793,Canada Goose,Branta canadensis,277,20,CA-ON,Lambton,Sarnia--Canatara Park,43.00154,-82.4008727,09-02-2016,10:20 AM,eBird - Traveling Count,70,1,2,,1,,,Walked perimeter of Lake Chipican and surrounding areas.
S26412901,Canada Goose,Branta canadensis,277,30,CA-ON,Lambton,Sarnia--Canatara Park (Lake Chipican),43.002287,-82.3980296,12-22-2015,02:00 PM,eBird - Traveling Count,120,1,2,,1
S26434707,Canada Goose,Branta canadensis,277,30,CA-ON,Lambton,Sarnia--Canatara Park (Lake Chipican),43.002287,-82.3980296,12-24-2015,12:30 PM,eBird - Stationary Count,20,1,,,1
S32732529,Canada Goose,Branta canadensis,277,20,CA-ON,Lambton,Sarnia--Government Docks,42.9822102,-82.4076373,11-26-2016,01:55 PM,eBird - Stationary Count,5,1,,,1
